"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"44",50000000,234989584,"American Reunion","The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",12.149596,2053,"2012-04-04","Released"
"45",25000000,65884703,"Scarface","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",15.326768,4014,"1983-12-08","Released"
"46",35000000,140795793,"Trainwreck","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",14.066141,1429,"2015-07-17","Released"
"47",160000000,433677183,"Warcraft","The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",14.519961,3048,"2016-05-25","Released"
"48",150000000,212011111,"Master and Commander: The Far Side of the World","After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",15.156222,1087,"2003-11-14","Released"
"49",291000,12000000,"Frankenstein","Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.",13.137108,425,"1931-11-21","Released"
"50",61000000,441809770,"Les Misérables","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",15.399253,2468,"2012-12-18","Released"
"51",7000000,470700000,"Jaws","An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",14.828116,3513,"1975-06-18","Released"
"52",30000000,287553595,"American Pie 2","The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",14.650726,1894,"2001-08-10","Released"
"53",70000000,17752940,"Blackhat","A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.",14.593987,985,"2015-01-13","Released"
